#Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU19776	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU19777	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
OTU19778	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19779	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	NA
OTU19780	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19781	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19782	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
OTU19783	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19784	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19785	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19786	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19787	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19788	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19789	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19790	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19791	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19792	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
OTU19793	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19794	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	NA
OTU19795	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	NA
OTU19796	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19797	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19798	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19799	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19800	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19801	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19802	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19803	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19804	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19805	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19806	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19807	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19808	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19809	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus	NA
OTU19810	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19811	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	NA
OTU19812	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
OTU19813	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19814	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19815	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19816	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19817	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19818	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus	NA
OTU19819	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
OTU19820	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
OTU19821	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19822	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
OTU19823	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19824	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19825	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
OTU19826	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
OTU19827	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19828	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales_Incertae_Sedis	NA	NA
OTU19829	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	NA
OTU19830	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19831	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19832	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
OTU19833	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19834	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA
OTU19835	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
OTU19836	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA	NA
OTU19837	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
OTU19838	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19839	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
OTU19840	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
OTU19841	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19842	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19843	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19844	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
OTU19845	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19846	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA
OTU19847	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA
OTU19848	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19849	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae_UCG-002	NA
OTU19850	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	NA
OTU19851	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19852	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
OTU19853	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	NA
OTU19854	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19855	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19856	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19857	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19858	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA
OTU19859	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus]_torques_group	NA
OTU19860	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19861	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
OTU19862	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus]_furcosa_group	NA
OTU19863	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
OTU19864	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus]_furcosa_group	NA
OTU19865	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19866	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	NA
OTU19867	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	NA
OTU19868	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
OTU19869	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19870	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19871	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19872	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus]_furcosa_group	NA
OTU19873	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	NA
OTU19874	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
OTU19875	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
OTU19876	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
OTU19877	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19878	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19879	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19880	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19881	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA
OTU19882	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
OTU19883	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19884	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
OTU19885	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA
OTU19886	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19887	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19888	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19889	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	NA
OTU19890	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19891	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
OTU19892	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19893	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19894	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA
OTU19895	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
OTU19896	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19897	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	NA
OTU19898	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
OTU19899	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	NA
OTU19900	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19901	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19902	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19903	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19904	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA
OTU19905	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
OTU19906	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Acetanaerobacterium	NA
OTU19907	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA
OTU19908	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19909	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
OTU19910	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19911	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
OTU19912	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19913	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19914	Bacteria	NA	NA	NA	NA	NA	NA
OTU19915	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA	NA
OTU19917	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19918	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
OTU19919	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19920	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19921	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19922	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19923	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19924	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Catenococcus	NA
OTU19925	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	NA
OTU19926	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Sanguibacteroides	NA
OTU19927	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
OTU19928	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19929	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19930	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19931	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
OTU19932	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_UCG-001	NA
OTU19933	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19934	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19935	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19936	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19937	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-007	NA
OTU19938	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19939	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
OTU19940	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19941	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UCG-001	NA
OTU19942	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19943	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_UCG-001	NA
OTU19944	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19945	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
OTU19946	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	NA
OTU19947	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
OTU19948	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	NA
OTU19949	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19950	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19951	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
OTU19952	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19953	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
OTU19954	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
OTU19955	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
OTU19956	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_brachy_group	NA
OTU19957	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19958	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
OTU19959	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA
OTU19960	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19961	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19962	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19963	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	NA
OTU19964	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19965	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA
OTU19966	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	V9D2013_group	NA
OTU19967	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	NA
OTU19968	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19969	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Quinella	NA
OTU19970	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19971	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19973	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus_Bacilloplasma	NA
OTU19974	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
OTU19975	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Aliicoccus	NA
OTU19976	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19977	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	NA
OTU19978	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	NA
OTU19979	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19980	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
OTU19981	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19982	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
OTU19983	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19984	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_brachy_group	NA
OTU19985	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	NA
OTU19986	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19987	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Bibersteinia	NA
OTU19988	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19989	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19990	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
OTU19991	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU19992	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19993	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
OTU19994	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA	NA
OTU19995	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
OTU19996	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19997	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19998	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium]_siraeum_group	NA
OTU19999	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
OTU20000	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	V9D2013_group	NA
OTU20001	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA
OTU20002	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
OTU20003	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU20004	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
OTU20005	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	NA
OTU20006	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU20007	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	NA
OTU20008	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
OTU20009	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU20010	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU20011	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU20012	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU20013	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU20014	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus]_furcosa_group	NA
OTU20015	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA
OTU20016	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
OTU20017	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
OTU20018	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	NA
OTU20019	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA
OTU20020	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU20021	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU20022	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus	NA
OTU20023	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU20024	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU20025	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU20026	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
OTU20027	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU20028	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
OTU20029	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU20030	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU20031	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU20032	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU20033	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU20034	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU20035	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	NA
OTU20036	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	NA
OTU20037	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	NA
OTU20038	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU20039	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	NA	NA
OTU20040	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
